index,budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,genres,keywords,production_companies,production_countries,year,month,date,spoken_languages,cast,director,exec_prod,screenplay,composer,budget_range,runtime_range,century,genre,production_company,production_country,spoken_language,overview_length,num_spoken_languages,top30cast_yn,top100directors_yn,top100exec_prod_yn,top100screenplays_yn,top100composers_yn,top100prod_comp_yn,top15prod_country_yn
984,50000000,11968,en,Into the Blue,"When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.",14.723467,2005-09-30,44434439,110.0,Treasure has its price.,Into the Blue,5.8,458,"['Action', 'Thriller', 'Adventure', 'Crime']","['diving', 'cocaine', 'shipwreck', 'sailing', 'airplane', 'wrack']","['Columbia Pictures Corporation', 'Mandalay Pictures', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],2005.0,9.0,30.0,['English'],"['Paul Walker', 'Jessica Alba', 'Scott Caan', 'Ashley Scott', 'Josh Brolin']",John Stockwell,,Matt Johnson,,40-50mil,100-110min,2000s,Action,Columbia Pictures Corporation,United States of America,English,318,1,1,0,0,0,0,0,1
985,60000000,10047,fr,Joan of Arc,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,21.084542000000006,1999-10-18,66976317,148.0,,The Messenger: The Story of Joan of Arc,6.2,367,"['Adventure', 'Drama', 'Action', 'History', 'War']","['schizophrenia', 'france', 'rape', 'siege', 'biography', 'orléans', 'charles vii.', 'false history', 'joan of arc', 'religious delusions']","['Columbia Pictures', 'Gaumont']",['France'],1999.0,10.0,18.0,"['English', 'Latin']","['Milla Jovovich', 'Dustin Hoffman', 'Faye Dunaway', 'John Malkovich', 'Vincent Cassel']",Luc Besson,Marc Jenny,Luc Besson,,50-100mil,140-150min,1990s,Adventure,Columbia Pictures,France,English,356,2,1,0,0,0,0,1,0
986,49900000,38319,en,Your Highness,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",21.408222,2011-04-08,26121638,102.0,Get your quest on.,Your Highness,5.2,501,['Comedy'],"['kidnapping', 'traitor', 'virgin', 'prince', 'princess', 'revenge', 'minotaur', 'knight', 'dragon', 'wedding', 'king', 'sword and sorcery']","['Universal Pictures', 'Stuber Productions']",['United States of America'],2011.0,4.0,8.0,['English'],"['Danny McBride', 'James Franco', 'Natalie Portman', 'Zooey Deschanel', 'Justin Theroux']",David Gordon Green,Mark Huffam,Ben Best,,40-50mil,100-110min,2010s,Comedy,Universal Pictures,United States of America,English,141,1,1,0,0,0,0,1,1
987,50000000,69668,en,Dream House,"Publisher, Will Atenton quits a lucrative job in New York to relocate his wife, Libby and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",19.267479,2011-09-30,38502340,84.0,"Once upon a time, there were two little girls who lived in a house.",Dream House,5.8,391,"['Drama', 'Thriller', 'Mystery']","['house fire', 'extension ladder', 'last day on job']","['Cliffjack Motion Pictures', 'Morgan Creek Productions']","['Canada', 'United States of America']",2011.0,9.0,30.0,['English'],"['Daniel Craig', 'Naomi Watts', 'Rachel Weisz', 'Marton Csokas', 'Elias Koteas']",Jim Sheridan,Mike Drake,David Loucka,John Debney,40-50mil,<90min,2010s,Drama,Cliffjack Motion Pictures,Canada,English,421,1,1,0,0,0,0,0,0
988,50000000,9770,en,Mad City,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,3.314004,1997-11-07,10541523,114.0,One man will make a mistake. The other will make it a spectacle.,Mad City,5.9,81,"['Action', 'Drama', 'Thriller']","['journalist', 'museum', 'hostage drama', 'independent film']","['Warner Bros.', 'Arnold Kopelson Productions']",['United States of America'],1997.0,11.0,7.0,['English'],"['John Travolta', 'Dustin Hoffman', 'Mia Kirshner', 'Alan Alda', 'Robert Prosky']",Costa-Gavras,,Tom Matthews,,40-50mil,110-120min,1990s,Action,Warner Bros.,United States of America,English,147,1,1,0,0,0,0,1,1
989,50000000,11212,en,Baby's Day Out,"Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",21.312186,1994-07-01,16671505,99.0,No bib. No crib. No problem.,Baby's Day Out,5.8,274,"['Action', 'Adventure', 'Comedy', 'Family']","['baby', 'hoodlum', 'lost child']",['Twentieth Century Fox Film Corporation'],['United States of America'],1994.0,7.0,1.0,"['English', 'Français', 'Deutsch']","['Joe Mantegna', 'Lara Flynn Boyle', 'Joe Pantoliano', 'Brian Haley', 'Cynthia Nixon']",Patrick Read Johnson,William Ryan,John Hughes,Bruce Broughton,40-50mil,90-100min,1990s,Action,Twentieth Century Fox Film Corporation,United States of America,English,558,3,1,0,0,0,0,1,1
990,50000000,10533,en,The Scarlet Letter,"Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.",7.44268,1995-10-13,10382407,135.0,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,5.5,108,"['Drama', 'History', 'Romance']","['based on novel', 'burning of witches', 'puritan', 'pregnancy', 'period drama', 'extramarital affair']","['Hollywood Pictures', 'Cinergi Pictures Entertainment']",['United States of America'],1995.0,10.0,13.0,['English'],"['Demi Moore', 'Gary Oldman', 'Robert Duvall', 'Robert Prosky', 'Edward Hardwicke']",Roland Joffé,Dodi Fayed,Douglas Day Stewart,John Barry,40-50mil,130-140min,1990s,Drama,Hollywood Pictures,United States of America,English,353,1,0,0,0,0,0,0,1
991,22000000,38363,en,Fair Game,"Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel.",12.54949,2010-05-20,24188922,108.0,Wife. Mother. Spy.,Fair Game,6.5,235,"['Drama', 'Thriller']","['cia', 'nuclear scientist', 'iraq', 'politician', 'duringcreditsstinger']","['River Road Entertainment', 'Participant Media']","['United States of America', 'United Arab Emirates']",2010.0,5.0,20.0,['English'],"['Naomi Watts', 'Sean Penn', 'Ty Burrell', 'Brooke Smith', 'Bruce McGill']",Doug Liman,,Jez Butterworth,,20-30mil,100-110min,2010s,Drama,River Road Entertainment,United States of America,English,448,1,1,0,1,0,0,0,1
992,50000000,9923,en,Domino,"The daughter of actor, Laurence Harvey turns away from her career as a Ford model to become a bounty hunter.",18.394571,2005-09-22,22944502,127.0,Heads You Live... Tails You Die.,Domino,6.0,444,"['Action', 'Crime']","['bounty hunter', 'fbi', 'weapon', 'spectacle']","['New Line Cinema', 'Davis-Films', 'Metropolitan Filmexport', 'Scott Free Productions', 'Domino 17521']","['France', 'United Kingdom', 'United States of America']",2005.0,9.0,22.0,"['English', 'Polski']","['Keira Knightley', 'Mickey Rourke', 'Edgar Ramírez', 'Delroy Lindo', ""Mo'Nique""]",Tony Scott,Barry H. Waldman,,Harry Gregson-Williams,40-50mil,120-130min,2000s,Action,New Line Cinema,France,English,108,2,1,0,0,0,1,0,0
993,50000000,11863,en,Jade,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",8.189406,1995-10-13,9851610,95.0,Some fantasies go too far.,Jade,5.2,44,"['Action', 'Thriller', 'Mystery', 'Romance']","['callgirl', 'san francisco', 'investigation', 'murder']",['Paramount Pictures'],['United States of America'],1995.0,10.0,13.0,['English'],"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri', 'Michael Biehn', 'Richard Crenna']",William Friedkin,,Joe Eszterhas,James Horner,40-50mil,90-100min,1990s,Action,Paramount Pictures,United States of America,English,309,1,1,0,0,0,1,1,1
994,50000000,18501,en,Gamer,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon (Lerman) controls Kable (Butler), the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind (Hall).",27.631262,2009-09-03,40828540,95.0,"In the near future, you don't live to play... you'll play to live.",Gamer,5.6,760,"['Action', 'Thriller', 'Science Fiction']","['dystopia', 'mind control', 'gun battle', 'wrongful imprisonment', 'dystopic future', 'wrongful conviction', 'online gaming']","['Lakeshore Entertainment', 'Lionsgate']",['United States of America'],2009.0,9.0,3.0,['English'],"['Gerard Butler', 'Michael C. Hall', 'Logan Lerman', 'Amber Valletta', 'Terry Crews']",Brian Taylor,James McQuaide,,,40-50mil,90-100min,2000s,Action,Lakeshore Entertainment,United States of America,English,345,1,1,0,0,0,0,0,1
995,60000000,109491,en,Beautiful Creatures,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",40.721373,2013-02-13,60052138,124.0,Dark secrets will come to light.,Beautiful Creatures,5.6,984,"['Fantasy', 'Drama', 'Romance']","['civil war', 'southern usa', 'magic', 'light', 'dark', 'class prejudice', 'casters', 'based on young adult novel']","['Alcon Entertainment', 'Warner Bros.', 'Belle Pictures', '3 Arts Entertainment']",['United States of America'],2013.0,2.0,13.0,['English'],"['Alden Ehrenreich', 'Alice Englert', 'Jeremy Irons', 'Viola Davis', 'Emmy Rossum']",Richard LaGravenese,Yolanda T. Cochran,Richard LaGravenese,,50-100mil,120-130min,2010s,Fantasy,Alcon Entertainment,United States of America,English,245,1,1,0,0,0,0,0,1
997,50000000,329833,en,Zoolander 2,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,37.253774,2016-02-06,55969000,100.0,Long time no Z,Zoolander 2,4.7,797,['Comedy'],"['stupidity', 'sequel', 'fashion', 'male model', 'fashion model', 'modeling']","['Scott Rudin Productions', 'Red Hour Films']",['United States of America'],2016.0,2.0,6.0,['English'],"['Ben Stiller', 'Owen Wilson', 'Will Ferrell', 'Penélope Cruz', 'Kristen Wiig']",Ben Stiller,,,,40-50mil,90-100min,2010s,Comedy,Scott Rudin Productions,United States of America,English,106,1,0,0,0,0,0,0,1
998,50000000,12634,en,The Big Bounce,"A small-time con artist and a Hawaiian real estate developer's mischievous, enterprising mistress team up for a potential $200,000 score.",6.3973879999999985,2004-01-30,6808550,88.0,It's all in who you trust,The Big Bounce,5.0,76,"['Comedy', 'Crime']","['hotel', 'robbery', 'based on novel', 'judge', 'hawaii', 'blackmail', 'seduction', 'yacht', 'waterfall', 'delinquency', 'safe', 'stolen money', 'deception', 'skinny dipping', 'cell phone', 'double cross', 'beach house', 'elmore leonard', 'scheming', 'yellow bikini']","['Shangri-La Entertainment', 'Material', 'Taormina Productions']",['United States of America'],2004.0,1.0,30.0,['English'],"['Owen Wilson', 'Morgan Freeman', 'Gary Sinise', 'Sara Foster', 'Willie Nelson']",George Armitage,Zane Weiner,Sebastian Gutierrez,George S. Clinton,40-50mil,<90min,2000s,Comedy,Shangri-La Entertainment,United States of America,English,137,1,1,0,0,0,0,0,1
1000,50000000,47327,en,Drive Angry,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with Piper, a sexy, tough-as-nails waitress with a 69 Charger, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",30.387148,2011-02-24,28931401,105.0,One hell of a ride.,Drive Angry,5.3,600,"['Fantasy', 'Thriller', 'Action', 'Crime']","['bone', 'car explosion', 'premarital sex', 'satanic cult', ""driver's license"", 'finger gun', 'backhand slap', 'car jump', 'man punching a woman', 'magic trick']","['Summit Entertainment', 'Saturn Films', 'Nu Image Films', 'Millennium Films', 'Michael De Luca Productions']",['United States of America'],2011.0,2.0,24.0,['English'],"['Nicolas Cage', 'Amber Heard', 'William Fichtner', 'Billy Burke', 'David Morse']",Patrick Lussier,Boaz Davidson,,,40-50mil,100-110min,2010s,Fantasy,Summit Entertainment,United States of America,English,443,1,1,0,0,0,0,1,1
1001,50000000,15268,en,Street Fighter: The Legend of Chun-Li,"When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.",8.139676,2009-02-27,12764201,97.0,Some fight for power. Some fight for us.,Street Fighter: The Legend of Chun-Li,3.9,112,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['martial arts', 'revenge', 'street fighter', 'based on video game']","['Twentieth Century Fox Film Corporation', 'Hyde Park Films']","['Canada', 'India', 'Japan', 'United States of America']",2009.0,2.0,27.0,['English'],"['Kristin Kreuk', 'Chris Klein', 'Neal McDonough', 'Michael Clarke Duncan', 'Moon Bloodgood']",Andrzej Bartkowiak,Haruhiro Tsujimoto,Justin Marks,Stephen Endelman,40-50mil,90-100min,2000s,Action,Twentieth Century Fox Film Corporation,Canada,English,219,1,1,0,0,1,0,1,0
1002,49000000,10796,en,The One,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,21.746245,2001-11-02,72700000,87.0,Stealing the power of the universes one by one.,The One,5.7,437,"['Action', 'Science Fiction', 'Thriller']",['dual identity'],"['Columbia Pictures', 'Revolution Studios', 'Hard Eight Pictures', 'Wonder works studios entertainment group']",['United States of America'],2001.0,11.0,2.0,['English'],"['Jet Li', 'Jason Statham', 'Carla Gugino', 'Delroy Lindo', 'James Morrison']",James Wong,,Glenn Morgan,Trevor Rabin,40-50mil,<90min,2000s,Action,Columbia Pictures,United States of America,English,120,1,1,0,0,0,0,1,1
1003,49000000,9548,en,The Adventures of Ford Fairlane,"Ford ""Mr. Rock n' Roll Detective"" Fairlane is experiencing problems, and it's not with the opposite sex. One of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. Another one of them is that all his employers that want him to find a girl named Zuzu Petals get killed. Why didn't he become a fisherman's detective instead?",2.808428,1990-07-11,20423389,104.0,Kojak. Columbo. Dirty Harry. Wimps.,The Adventures of Ford Fairlane,6.2,71,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']","['rock and roll', 'show business', 'rock star', 'heavy metal', 'murder', 'private detective']","['Twentieth Century Fox Film Corporation', 'Silver Pictures']",['United States of America'],1990.0,7.0,11.0,['English'],"['Andrew Dice Clay', 'Wayne Newton', 'Priscilla Presley', 'Morris Day', 'Lauren Holly']",Renny Harlin,Michael Levy,Daniel Waters,Boris Blank,40-50mil,100-110min,1990s,Action,Twentieth Century Fox Film Corporation,United States of America,English,377,1,1,0,0,0,0,1,1
1004,50000000,18947,en,The Boat That Rocked,"The Boat that Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967",31.02233,2009-04-01,36348784,116.0,On air. Off shore. Out of control.,The Boat That Rocked,7.2,666,"['Drama', 'Comedy']","['great britain', 'musical', 'rock', 'pirate radio', 'swinging 60s']","['Universal Pictures', 'Studio Canal', 'Working Title Films', 'Medienproduktion Prometheus Filmgesellschaft', 'Portobello Studios', 'Tightrope Pictures']","['Germany', 'United Kingdom', 'France']",2009.0,4.0,1.0,['English'],"['Tom Sturridge', 'Philip Seymour Hoffman', 'Rhys Ifans', 'Bill Nighy', 'Emma Thompson']",Richard Curtis,Richard Curtis,,,40-50mil,110-120min,2000s,Drama,Universal Pictures,Germany,English,554,1,1,0,0,0,0,1,1
1005,48000000,1900,en,Traffic,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",25.170217,2000-12-27,207515725,147.0,No one gets away clean,Traffic,6.9,562,"['Thriller', 'Drama', 'Crime']","['usa', 'war on drugs', 'drug traffic', 'drug dealer', 'drug smuggle', 'addicted', 'police operation', 'united states–mexico barrier', 'addiction', 'drug lord']","['USA Films', 'Initial Entertainment Group (IEG)', 'Bedford Falls Company, The', 'Compulsion Inc.', 'Splendid Medien AG']","['Germany', 'United States of America']",2000.0,12.0,27.0,"['Español', 'English']","['Michael Douglas', 'Benicio del Toro', 'Jacob Vargas', 'Tomás Milián', 'Russell G. Jones']",Steven Soderbergh,,Stephen Gaghan,Cliff Martinez,40-50mil,140-150min,2000s,Thriller,USA Films,Germany,Español,552,2,1,0,0,0,0,1,1
1006,48000000,89,en,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",80.972475,1989-05-24,474171806,127.0,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,7.6,3152,"['Adventure', 'Action']","['saving the world', 'venice', 'holy grail', 'library', 'riddle', 'father son relationship', 'whip', 'treasure', 'nazis', 'entrapment', 'crusader', 'treasure hunt', 'escape', 'panzer', 'order of the templars', 'archaeologist', 'indiana jones', 'archeology\xa0']","['Lucasfilm', 'Paramount Pictures']",['United States of America'],1989.0,5.0,24.0,"['Deutsch', 'ελληνικά', 'English']","['Harrison Ford', 'Sean Connery', 'Denholm Elliott', 'Alison Doody', 'John Rhys-Davies']",Steven Spielberg,George Lucas,Jeffrey Boam,John Williams,40-50mil,120-130min,1980s,Adventure,Lucasfilm,United States of America,Deutsch,263,3,0,1,1,0,1,1,1
1007,0,96724,en,Anna Karenina,"Trapped in a loveless marriage, aristocrat Anna Karenina enters into a life-changing affair with the affluent Count Vronsky.",26.38704,2012-09-06,68929150,130.0,An epic story of love.,Anna Karenina,6.5,639,"['Drama', 'Romance']","['based on novel', 'st. petersburg russia', 'high society', 'imperial russia', 'tragic death', '19th century']","['Universal Pictures', 'Focus Features', 'Working Title Films']","['France', 'United Kingdom']",2012.0,9.0,6.0,"['English', 'Français']","['Keira Knightley', 'Jude Law', 'Aaron Taylor-Johnson', 'Kelly Macdonald', 'Matthew Macfadyen']",Joe Wright,,Tom Stoppard,,0-5mil,120-130min,2010s,Drama,Universal Pictures,France,English,124,2,1,0,0,0,0,1,0
1008,49000000,198184,en,Chappie,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",116.700319,2015-03-04,104399548,120.0,I am consciousness. I am alive. I am Chappie.,Chappie,6.6,3062,"['Crime', 'Action', 'Science Fiction']","['artificial intelligence', 'android', 'robot', 'near future', 'robot cop']","['Columbia Pictures', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)', 'Alpha Core', 'Genre Films', 'Simon Kinberg Productions', 'LStar Capital', 'Ollin Studio']","['Mexico', 'South Africa', 'United States of America']",2015.0,3.0,4.0,['English'],"['Sharlto Copley', 'Dev Patel', 'Ninja', 'Yolandi Visser', 'Jose Pablo Cantillo']",Neill Blomkamp,Ben Waisbren,,Hans Zimmer,40-50mil,110-120min,2010s,Crime,Columbia Pictures,Mexico,English,385,1,1,0,0,0,1,1,0
1009,73000000,9481,en,The Bone Collector,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.",33.884459,1999-11-04,151493655,118.0,Serial killer vs. forensic genius,The Bone Collector,6.5,826,"['Drama', 'Mystery', 'Thriller', 'Crime']","['paraplegic', 'investigation', 'psychopath']","['Universal Pictures', 'Columbia Pictures Corporation']",['United States of America'],1999.0,11.0,4.0,['English'],"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah', 'Michael Rooker', 'Michael McGlone']",Phillip Noyce,Dan Jinks,Jeremy Iacone,Craig Armstrong,50-100mil,110-120min,1990s,Drama,Universal Pictures,United States of America,English,330,1,0,0,0,0,1,1,1
1010,48000000,4547,en,Panic Room,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",53.043124,2002-03-29,196397415,111.0,,Panic Room,6.5,1267,"['Crime', 'Drama', 'Thriller']","['burglar', 'bunker', 'housebreaking', 'safe', 'money']","['Hofflund/Polone', 'Indelible Productions']",['United States of America'],2002.0,3.0,29.0,['English'],"['Jodie Foster', 'Kristen Stewart', 'Forest Whitaker', 'Dwight Yoakam', 'Jared Leto']",David Fincher,,,,40-50mil,110-120min,2000s,Crime,Hofflund/Polone,United States of America,English,380,1,1,0,0,0,0,1,1
1012,75000000,6415,en,Three Kings,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",34.973086,1999-09-27,108000000,114.0,It's good to be King.,Three Kings,6.6,692,"['Action', 'Adventure', 'Comedy']","['gold', 'gulf war', 'three kings', 'iraq', 'kuwait', 'rescue', 'interracial relationship', 'treasure map', 'soldier', 'u.s. soldier', 'gold theft', 'persian gulf', 'emergency surgery', 'mine field']","['Village Roadshow Pictures', 'Atlas Entertainment', 'Warner Bros.', 'Village-A.M. Partnership', 'Coast Ridge', 'Junger Witt Productions']",['United States of America'],1999.0,9.0,27.0,"['English', 'العربية']","['George Clooney', 'Mark Wahlberg', 'Ice Cube', 'Spike Jonze', 'Cliff Curtis']",David O. Russell,Bruce Berman,David O. Russell,Carter Burwell,50-100mil,110-120min,1990s,Action,Village Roadshow Pictures,United States of America,English,249,2,0,0,0,0,0,1,1
1013,50000000,181283,en,Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",40.371098,2015-03-15,3324330,137.0,How do you find a killer who doesn’t exist?,Child 44,6.1,547,"['Crime', 'Thriller']","['based on novel', 'soviet union', 'russian', 'murder', 'serial killer', 'military', 'child murder', 'stalinism', '1950s']","['Summit Entertainment', 'Scott Free Productions', 'Worldview Entertainment']","['United Kingdom', 'United States of America', 'Czech Republic', 'Romania']",2015.0,3.0,15.0,['English'],"['Tom Hardy', 'Gary Oldman', 'Noomi Rapace', 'Joel Kinnaman', 'Paddy Considine']",Daniel Espinosa,,Richard Price,,40-50mil,130-140min,2010s,Crime,Summit Entertainment,United Kingdom,English,180,1,0,0,0,0,0,1,1
1014,48000000,9896,en,Rat Race,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",18.60049,2001-07-30,85498534,112.0,563 miles. 9 people. $2 million. 1001 problems!,Rat Race,6.0,518,"['Adventure', 'Comedy']","['casino', 'running', 'preisgeld', 'millionaire', 'road movie']","['Paramount Pictures', 'Fireworks Pictures', 'Alphaville Films']","['Canada', 'United States of America']",2001.0,7.0,30.0,['English'],"['Cuba Gooding Jr.', 'Seth Green', 'Whoopi Goldberg', 'Breckin Meyer', 'Amy Smart']",Jerry Zucker,Richard Vane,Andy Breckman,John Powell,40-50mil,110-120min,2000s,Adventure,Paramount Pictures,Canada,English,460,1,1,0,0,0,1,1,0
1015,48000000,167,en,K-PAX,"Prot is a patient at a mental hospital who claims to be from a far away Planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",30.920075,2001-10-22,50315140,120.0,Change the way you look at the world.,K-PAX,7.1,695,"['Drama', 'Science Fiction']","['robbery', 'dream', 'hypnosis', 'investigation', 'murder', 'alien', 'hospital', 'planet', 'patient', 'medication', 'psychiatrist', 'science', 'claim', 'doubt', 'mental', 'help']","['Intermedia Films', 'Lawrence Gordon Productions', 'Pathé Pictures International', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG']","['Germany', 'United Kingdom', 'United States of America']",2001.0,10.0,22.0,['English'],"['Jeff Bridges', 'Kevin Spacey', 'Mary McCormack', 'Alfre Woodard', 'Ajay Naidu']",Iain Softley,Susan G. Pollock,Charles Leavitt,Ed Shearmur,40-50mil,110-120min,2000s,Drama,Intermedia Films,Germany,English,160,1,1,0,0,0,0,0,1
1017,48000000,1636,en,Bedazzled,"Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",19.348007,2000-10-19,90383208,93.0,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,Bedazzled,5.6,512,"['Fantasy', 'Comedy', 'Romance']","[""love of one's life"", 'mephisto', 'wish', 'sale of soul', 'pact with the devil', 'teuflisch']","['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'KirchMedia']",['United States of America'],2000.0,10.0,19.0,"['English', 'Pусский', 'Español']","['Elizabeth Hurley', 'Brendan Fraser', ""Frances O'Connor"", 'Orlando Jones', 'Paul Adelstein']",Harold Ramis,Neil A. Machlis,Harold Ramis,David Newman,40-50mil,90-100min,2000s,Fantasy,Twentieth Century Fox Film Corporation,United States of America,English,326,3,1,0,0,0,1,1,1
1018,58000000,2148,en,The Cotton Club,"The story of the people that frequented Harlem's famous nightclubs, 'The Cotton Club', and those that ran it.",8.59075,1984-12-14,25928721,127.0,It was the jazz age. It was an era of elegance and violence. The action was gambling. The stakes were life and death.,The Cotton Club,6.6,68,"['Music', 'Drama', 'Crime', 'Romance']","['jazz', 'jazz musician', 'musical', 'mafia']","['Orion Pictures', 'PSO International', 'Totally Independent']",['United States of America'],1984.0,12.0,14.0,"['English', 'Italiano']","['Richard Gere', 'Gregory Hines', 'Diane Lane', 'Lonette McKee', 'Bob Hoskins']",Francis Ford Coppola,,Francis Ford Coppola,John Barry,50-100mil,120-130min,1980s,Music,Orion Pictures,United States of America,English,109,2,1,0,0,0,0,0,1
